0,0,0
0.00010001,0.0019716,0.15244
0.00020002,0.0027247,0.17247
0.00030003,0.0032915,0.18538
0.00040004,0.0037632,0.1951
0.00050005,0.0041746,0.20297
0.00060006,0.0045434,0.20964
0.00070007,0.0048801,0.21543
0.00080008,0.0051915,0.22058
0.00090009,0.0054822,0.22521
0.0010001,0.0057557,0.22943
0.0011001,0.0060144,0.23331
0.0012001,0.0062605,0.2369
0.0013001,0.0064955,0.24025
0.0014001,0.0067206,0.24339
0.0015002,0.0069369,0.24635
0.0016002,0.0071452,0.24915
0.0017002,0.0073464,0.2518
0.0018002,0.007541,0.25432
0.0019002,0.0077295,0.25672
0.0020002,0.0079126,0.25902
0.0021002,0.0080904,0.26122
0.0022002,0.0082636,0.26334
0.0023002,0.0084322,0.26537
0.0024002,0.0085967,0.26733
0.0025003,0.0087573,0.26922
0.0026003,0.0089142,0.27105
0.0027003,0.0090677,0.27281
0.0028003,0.0092179,0.27453
0.0029003,0.0093649,0.27618
0.0030003,0.0095091,0.27779
0.0031003,0.0096504,0.27936
0.0032003,0.0097891,0.28088
0.0033003,0.0099253,0.28236
0.0034003,0.010059,0.2838
0.0035004,0.01019,0.2852
0.0036004,0.01032,0.28657
0.0037004,0.010447,0.28791
0.0038004,0.010572,0.28921
0.0039004,0.010695,0.29049
0.0040004,0.010816,0.29174
0.0041004,0.010935,0.29295
0.0042004,0.011053,0.29415
0.0043004,0.011169,0.29532
0.0044004,0.011283,0.29646
0.0045005,0.011396,0.29758
0.0046005,0.011507,0.29868
0.0047005,0.011616,0.29976
0.0048005,0.011725,0.30082
0.0049005,0.011831,0.30185
0.0050005,0.011937,0.30287
0.0051005,0.012041,0.30387
0.0052005,0.012144,0.30486
0.0053005,0.012246,0.30582
0.0054005,0.012346,0.30677
0.0055006,0.012445,0.30771
0.0056006,0.012544,0.30863
0.0057006,0.012641,0.30953
0.0058006,0.012737,0.31042
0.0059006,0.012832,0.3113
0.0060006,0.012926,0.31216
0.0061006,0.013018,0.31301
0.0062006,0.01311,0.31384
0.0063006,0.013201,0.31467
0.0064006,0.013291,0.31548
0.0065007,0.013381,0.31628
0.0066007,0.013469,0.31707
0.0067007,0.013556,0.31785
0.0068007,0.013643,0.31862
0.0069007,0.013729,0.31937
0.0070007,0.013813,0.32012
0.0071007,0.013898,0.32086
0.0072007,0.013981,0.32158
0.0073007,0.014064,0.3223
0.0074007,0.014145,0.32301
0.0075008,0.014226,0.32371
0.0076008,0.014307,0.3244
0.0077008,0.014386,0.32508
0.0078008,0.014465,0.32576
0.0079008,0.014544,0.32643
0.0080008,0.014621,0.32708
0.0081008,0.014698,0.32773
0.0082008,0.014775,0.32838
0.0083008,0.01485,0.32901
0.0084008,0.014925,0.32964
0.0085009,0.015,0.33026
0.0086009,0.015074,0.33088
0.0087009,0.015147,0.33148
0.0088009,0.01522,0.33208
0.0089009,0.015292,0.33268
0.0090009,0.015363,0.33327
0.0091009,0.015434,0.33385
0.0092009,0.015505,0.33442
0.0093009,0.015575,0.33499
0.0094009,0.015644,0.33556
0.009501,0.015713,0.33611
0.009601,0.015782,0.33667
0.009701,0.015849,0.33721
0.009801,0.015917,0.33775
0.009901,0.015984,0.33829
0.010001,0.01605,0.33882
0.010101,0.016116,0.33934
0.010201,0.016182,0.33986
0.010301,0.016247,0.34038
0.010401,0.016311,0.34089
0.010501,0.016375,0.3414
0.010601,0.016439,0.3419
0.010701,0.016502,0.34239
0.010801,0.016565,0.34288
0.010901,0.016628,0.34337
0.011001,0.01669,0.34385
0.011101,0.016751,0.34433
0.011201,0.016812,0.34481
0.011301,0.016873,0.34528
0.011401,0.016934,0.34574
0.011501,0.016994,0.3462
0.011601,0.017053,0.34666
0.011701,0.017112,0.34711
0.011801,0.017171,0.34756
0.011901,0.01723,0.34801
0.012001,0.017288,0.34845
0.012101,0.017346,0.34889
0.012201,0.017403,0.34932
0.012301,0.01746,0.34976
0.012401,0.017517,0.35018
0.012501,0.017573,0.35061
0.012601,0.017629,0.35103
0.012701,0.017685,0.35145
0.012801,0.01774,0.35186
0.012901,0.017795,0.35227
0.013001,0.01785,0.35268
0.013101,0.017904,0.35308
0.013201,0.017959,0.35348
0.013301,0.018012,0.35388
0.013401,0.018066,0.35427
0.013501,0.018119,0.35467
0.013601,0.018172,0.35506
0.013701,0.018224,0.35544
0.013801,0.018276,0.35582
0.013901,0.018328,0.3562
0.014001,0.01838,0.35658
0.014101,0.018431,0.35696
0.014201,0.018482,0.35733
0.014301,0.018533,0.3577
0.014401,0.018584,0.35806
0.014501,0.018634,0.35843
0.014601,0.018684,0.35879
0.014701,0.018734,0.35915
0.014801,0.018783,0.3595
0.014901,0.018832,0.35986
0.015002,0.018881,0.36021
0.015102,0.01893,0.36055
0.015202,0.018978,0.3609
0.015302,0.019026,0.36124
0.015402,0.019074,0.36159
0.015502,0.019122,0.36192
0.015602,0.019169,0.36226
0.015702,0.019216,0.3626
0.015802,0.019263,0.36293
0.015902,0.01931,0.36326
0.016002,0.019356,0.36358
0.016102,0.019402,0.36391
